Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSMUSG00000035798,Zdhhc17,Gene Expression,0.09278484768880033,0.0,0.0,14334,2.799368476328913,3602
ENSMUSG00000022637,Cblb,Gene Expression,0.09272270323049997,0.0,0.0,2953,0.5305097014330041,1685
ENSMUSG00000059554,Ccdc28a,Gene Expression,0.09264668746358334,0.0,0.0,4021,0.732702693684578,2169
ENSMUSG00000030711,Sult1a1,Gene Expression,0.09256374803246656,0.0,0.0,1061,0.27097488665521907,827
ENSMUSG00000022822,Abcc5,Gene Expression,0.09252144975254167,0.0,0.0,16488,3.190434966726194,3712
ENSMUSG00000089832,Shkbp1,Gene Expression,0.09249863706758368,0.0,0.0,4307,0.8007154607946902,2201
ENSMUSG00000020743,Mif4gd,Gene Expression,0.09249403447020772,0.0,0.0,3313,0.9291856439224541,2154
ENSMUSG00000016552,Foxred2,Gene Expression,0.0924716014647997,0.0,0.0,2571,0.47448721398705845,1532
ENSMUSG00000007041,Clic1,Gene Expression,0.09238374817529149,0.0,0.0,1437,0.3968820102604402,1040
ENSMUSG00000025939,Ube2w,Gene Expression,0.09236377743784102,0.0,0.0,9803,1.8951419444479574,3232
ENSMUSG00000027230,Creb3l1,Gene Expression,0.09231759663534875,0.0,0.0,768,0.14267012905436927,544
ENSMUSG00000059534,Uqcr10,Gene Expression,0.0923085821167974,0.0,0.0,41106,8.404222538373723,4152
ENSMUSG00000042446,Zmym4,Gene Expression,0.09230419132730543,0.0,0.0,9833,1.8337499522181104,3224
ENSMUSG00000001909,Trmt1,Gene Expression,0.09230129252864451,0.0,0.0,7480,1.3797923513553865,2954
ENSMUSG00000028186,Uox,Gene Expression,0.09225740030528033,0.0,0.0,120,0.026346603070439536,90
ENSMUSG00000036395,Glb1l2,Gene Expression,0.0922569257065986,0.0,0.0,142,0.02317626711829733,97
ENSMUSG00000066036,Ubr4,Gene Expression,0.09224957710232305,0.0,0.0,15617,3.038226796197513,3697
ENSMUSG00000031696,Vps35,Gene Expression,0.09224785425841872,0.0,0.0,9508,1.7332063630595913,3140
ENSMUSG00000064127,Med14,Gene Expression,0.09223732350870358,0.0,0.0,5188,0.9355165859630872,2449
ENSMUSG00000021540,Smad5,Gene Expression,0.0922370690285195,0.0,0.0,5019,1.132780270259396,2552
ENSMUSG00000037364,Srrt,Gene Expression,0.09218979473198005,0.0,0.0,13303,2.5753620087019424,3533
ENSMUSG00000047013,Fbxo41,Gene Expression,0.09211902010036964,0.0,0.0,3215,0.5815029907163825,1867
ENSMUSG00000032531,Amotl2,Gene Expression,0.09211189275793359,0.0,0.0,2460,0.6984095116338627,1702
ENSMUSG00000037594,Clba1,Gene Expression,0.09210944101883647,0.0,0.0,2832,0.5059568411778973,1688
ENSMUSG00000036246,Gmip,Gene Expression,0.09207053570882592,0.0,0.0,1021,0.17342357399493696,778
ENSMUSG00000015647,Lama5,Gene Expression,0.09204814033145105,0.0,0.0,1026,0.23489664403492358,763
ENSMUSG00000023495,Pcbp4,Gene Expression,0.09200972718142365,0.0,0.0,14961,3.4948629149145134,3863
ENSMUSG00000052372,Il1rapl1,Gene Expression,0.09198342041018039,0.0,0.0,2592,0.4779846728249714,1653
ENSMUSG00000022434,Fam118a,Gene Expression,0.0919665775644557,0.0,0.0,4726,0.8442906219992119,2290
ENSMUSG00000046793,Gpr61,Gene Expression,0.09195679430901439,0.0,0.0,4338,0.8005563759164692,2301
ENSMUSG00000036737,Oxsr1,Gene Expression,0.09190588491440908,0.0,0.0,9531,2.237808181701079,3477
ENSMUSG00000061518,Cox5b,Gene Expression,0.09189724437727392,0.0,0.0,33308,7.145839617975253,4157
ENSMUSG00000029403,Cdkl2,Gene Expression,0.0918554510255464,0.0,0.0,3572,0.6123972660317063,1905
ENSMUSG00000036752,Tubb4b,Gene Expression,0.0918453210152309,0.0,0.0,13059,2.6330812176293663,3573
ENSMUSG00000098188,Sowahc,Gene Expression,0.09184146911365774,0.0,0.0,2141,0.4450549887189004,1322
ENSMUSG00000024639,Gnaq,Gene Expression,0.09183627974164744,0.0,0.0,6893,1.233354016563083,2719
ENSMUSG00000071042,Rasgrp3,Gene Expression,0.09182020664838521,0.0,0.0,1205,0.420370941561811,1018
ENSMUSG00000044629,Cnrip1,Gene Expression,0.09181804488841483,0.0,0.0,2880,0.4709115450328224,1661
ENSMUSG00000040605,Bace2,Gene Expression,0.09167875545823752,0.0,0.0,669,0.16216482049769226,542
ENSMUSG00000042554,Zp3r,Gene Expression,0.09166289292360204,0.0,0.0,86,0.01601604441921051,76
ENSMUSG00000054252,Fgfr3,Gene Expression,0.09163544456431222,0.0,0.0,7428,1.9013063340234964,3188
ENSMUSG00000027349,Fam98b,Gene Expression,0.09162595266159244,0.0,0.0,14074,2.6570609873007225,3597
ENSMUSG00000052539,Magi3,Gene Expression,0.09157508011979866,0.0,0.0,2353,0.4341032249135416,1520
ENSMUSG00000026413,Pkp1,Gene Expression,0.0915747031277935,0.0,0.0,38,0.008354495833412788,31
ENSMUSG00000030428,Ttyh1,Gene Expression,0.0915510401640223,0.0,0.0,20344,4.78322276582098,4075
ENSMUSG00000022436,Sh3bp1,Gene Expression,0.09148443925428253,0.0,0.0,2559,0.47322975545407236,1590
ENSMUSG00000040488,Ltbp4,Gene Expression,0.09141459193684606,0.0,0.0,5039,1.0123501853681331,2377
ENSMUSG00000055204,Ankrd17,Gene Expression,0.09141438844847637,0.0,0.0,14292,2.7375785309116645,3584
ENSMUSG00000079484,Phyhd1,Gene Expression,0.09139956060757583,0.0,0.0,5520,1.3290581667972272,2697
ENSMUSG00000050052,Tdrp,Gene Expression,0.09139561818787388,0.0,0.0,3612,0.6403194282647673,1927
ENSMUSG00000042831,Alkbh6,Gene Expression,0.09138101408501625,0.0,0.0,12422,2.404339208832229,3470
ENSMUSG00000033361,Prrg3,Gene Expression,0.09128556644553808,0.0,0.0,2197,0.40223007387486787,1484
ENSMUSG00000048138,Dmrt2,Gene Expression,0.0912773622427077,0.0,0.0,87,0.014314187409377462,77
ENSMUSG00000044250,Pced1b,Gene Expression,0.0912460992868538,0.0,0.0,1792,0.3199073626255086,1219
ENSMUSG00000023044,Csad,Gene Expression,0.09119876664408293,0.0,0.0,6374,1.3179483514860666,2794
ENSMUSG00000074781,Ube2n,Gene Expression,0.0911937332766572,0.0,0.0,7785,1.4676140016808903,2994
ENSMUSG00000001576,Ergic1,Gene Expression,0.09116855752388282,0.0,0.0,4545,0.8682013723840868,2381
ENSMUSG00000020654,Adcy3,Gene Expression,0.09115012657867662,0.0,0.0,3768,0.669997486388337,2074
ENSMUSG00000036551,Akap14,Gene Expression,0.09114596741730968,0.0,0.0,43,0.009451066793277358,34
ENSMUSG00000076928,Trac,Gene Expression,0.09114576573422375,0.0,0.0,266,0.05511898404535113,235
ENSMUSG00000032014,Oaf,Gene Expression,0.09113147933788378,0.0,0.0,1247,0.40308682499740245,987
ENSMUSG00000017756,Slc12a7,Gene Expression,0.09111785339335332,0.0,0.0,364,0.1109291799062441,263
ENSMUSG00000014606,Slc25a11,Gene Expression,0.09109468976876763,0.0,0.0,7942,1.4885629627989398,3027
ENSMUSG00000021770,Samd8,Gene Expression,0.09105995027270324,0.0,0.0,13077,2.4773198042995865,3478
ENSMUSG00000074796,Slc4a11,Gene Expression,0.09101619175239312,0.0,0.0,89,0.01616827307247605,80
ENSMUSG00000015714,Cers2,Gene Expression,0.0909443732490628,0.0,0.0,1776,0.5318812029146051,1340
ENSMUSG00000021130,Galnt16,Gene Expression,0.09089275487465058,0.0,0.0,1210,0.1930135835250168,888
ENSMUSG00000026027,Stradb,Gene Expression,0.0908887641133912,0.0,0.0,5661,1.0394694206225663,2595
ENSMUSG00000027533,Fabp5,Gene Expression,0.09083162931915,0.0,0.0,14332,3.394845216891285,3872
ENSMUSG00000055240,Zfp101,Gene Expression,0.09082197795265703,0.0,0.0,2611,0.5486879340411409,1707
ENSMUSG00000058761,Rnf169,Gene Expression,0.09079991860504144,0.0,0.0,3227,0.6125316109754534,1919
ENSMUSG00000025236,Adpgk,Gene Expression,0.09077448542105256,0.0,0.0,3213,0.6442278726725578,1970
ENSMUSG00000056124,B4galt6,Gene Expression,0.09077318980971205,0.0,0.0,6882,1.2350465559523256,2780
ENSMUSG00000021643,Serf1,Gene Expression,0.09074980216871509,0.0,0.0,5901,1.1186885130061988,2676
ENSMUSG00000026020,Nop58,Gene Expression,0.0907163161456289,0.0,0.0,6173,1.139165049257274,2672
ENSMUSG00000079465,Col4a3,Gene Expression,0.09069631491773021,0.0,0.0,91,0.01586987692684744,76
ENSMUSG00000019907,Ppp1r12a,Gene Expression,0.09067671565402048,0.0,0.0,8806,1.69136104554691,3114
ENSMUSG00000014226,Cacybp,Gene Expression,0.09052534468018138,0.0,0.0,7070,1.3552872869810493,2878
ENSMUSG00000030351,Tspan11,Gene Expression,0.090508794357668,0.0,0.0,161,0.035360396039329056,145
ENSMUSG00000025429,Pstpip2,Gene Expression,0.09049054416950296,0.0,0.0,2380,0.6992683203676578,1683
ENSMUSG00000057177,Gsk3a,Gene Expression,0.09046407763481203,0.0,0.0,15138,2.9713633037159974,3677
ENSMUSG00000064307,Lrrc51,Gene Expression,0.09045911874893477,0.0,0.0,541,0.12544895376686027,419
ENSMUSG00000026556,Vangl2,Gene Expression,0.09044278937456805,0.0,0.0,2910,0.5838311032033215,1670
ENSMUSG00000051502,Ufsp1,Gene Expression,0.09044025441069459,0.0,0.0,2196,0.4175187922638807,1438
ENSMUSG00000052423,B4galt3,Gene Expression,0.0903731055289058,0.0,0.0,10981,2.038534844705385,3342
ENSMUSG00000000167,Pih1d2,Gene Expression,0.09036380769321711,0.0,0.0,495,0.08874398904323982,404
ENSMUSG00000031161,Hdac6,Gene Expression,0.09035834948350611,0.0,0.0,5006,0.9424158181621208,2431
ENSMUSG00000042719,Naa25,Gene Expression,0.09035588975251406,0.0,0.0,7176,1.2662930771796932,2825
ENSMUSG00000024892,Pcx,Gene Expression,0.09034806993532021,0.0,0.0,13975,3.1880596292879515,3787
ENSMUSG00000096606,Tpbgl,Gene Expression,0.09034735889097754,0.0,0.0,451,0.08868462080611338,344
ENSMUSG00000000532,Acvr1b,Gene Expression,0.09031566465990122,0.0,0.0,3613,0.6613792217126113,2068
ENSMUSG00000020181,Nav3,Gene Expression,0.09028744336877839,0.0,0.0,2904,0.5352378563148457,1771
ENSMUSG00000018196,Glrx2,Gene Expression,0.09023785011017382,0.0,0.0,10805,2.0627728477785348,3328
ENSMUSG00000056167,Cnot10,Gene Expression,0.0901992039460122,0.0,0.0,11488,2.1397031106170954,3395
ENSMUSG00000030284,Creld1,Gene Expression,0.09018978382720834,0.0,0.0,8790,1.6748745505196385,3112
ENSMUSG00000047084,Ngrn,Gene Expression,0.09016205797785953,0.0,0.0,8033,1.5013649985436905,3011
ENSMUSG00000062234,Gak,Gene Expression,0.09016161480361924,0.0,0.0,13287,2.582563307752409,3557
ENSMUSG00000036591,Arhgap21,Gene Expression,0.09013757733629998,0.0,0.0,15184,2.979185077663803,3671
ENSMUSG00000058174,Gm5148,Gene Expression,0.09007884301436804,0.0,0.0,1616,0.3056300418724676,1163
ENSMUSG00000046791,Riox1,Gene Expression,0.0900366093970844,0.0,0.0,4619,0.8528212659522295,2331
ENSMUSG00000016942,Tmprss6,Gene Expression,0.09000874702944855,0.0,0.0,60,0.010097942617642033,49
ENSMUSG00000034522,Zfp395,Gene Expression,0.08999670001285523,0.0,0.0,2463,0.5445165552256115,1555
ENSMUSG00000022674,Ube2v2,Gene Expression,0.08999433505661338,0.0,0.0,6348,1.1565365038086803,2739
ENSMUSG00000025340,Rabgef1,Gene Expression,0.08999342128608998,0.0,0.0,8764,1.714117278021489,3174
ENSMUSG00000052456,Asna1,Gene Expression,0.08999190792547451,0.0,0.0,14380,2.8735635325116844,3653
ENSMUSG00000022433,Csnk1e,Gene Expression,0.08998479450090145,0.0,0.0,13434,2.7951776811411846,3657
ENSMUSG00000030761,Myo7a,Gene Expression,0.08997873072308207,0.0,0.0,1281,0.23950579037486194,904
ENSMUSG00000026411,Tmem9,Gene Expression,0.0899633574734211,0.0,0.0,4695,0.8150016545234691,2289
ENSMUSG00000027485,Bpifb1,Gene Expression,0.08995886143740875,0.0,0.0,77,0.00914122668054011,69
ENSMUSG00000024664,Fads3,Gene Expression,0.08993620959492474,0.0,0.0,3019,0.5464349244593972,1774
ENSMUSG00000090326,Dthd1,Gene Expression,0.08987367738663156,0.0,0.0,52,0.016467957421078257,35
ENSMUSG00000031770,Herpud1,Gene Expression,0.08986972018178686,0.0,0.0,5773,1.1831616430581422,2731
ENSMUSG00000089704,Galnt2,Gene Expression,0.08985935571204856,0.0,0.0,7120,1.4269426106372236,2864
ENSMUSG00000073530,Pappa2,Gene Expression,0.08984491241302234,0.0,0.0,97,0.019071674779809575,79
ENSMUSG00000028789,Azin2,Gene Expression,0.0898422313483929,0.0,0.0,4638,0.8862414286007682,2444
ENSMUSG00000075033,Nxpe3,Gene Expression,0.08983662379531662,0.0,0.0,5277,1.0079776166441654,2468
ENSMUSG00000063410,Stk24,Gene Expression,0.08983201788374301,0.0,0.0,9395,1.8424019092418908,3206
ENSMUSG00000025326,Ube3a,Gene Expression,0.08980882167712884,0.0,0.0,12834,2.3912560324118766,3488
ENSMUSG00000038909,Kat7,Gene Expression,0.0897906468261987,0.0,0.0,10076,1.9583319631626608,3287
ENSMUSG00000040446,Rprd1a,Gene Expression,0.08978151740854652,0.0,0.0,13067,2.542777342567156,3544
ENSMUSG00000003477,Inmt,Gene Expression,0.0897429154735906,0.0,0.0,218,0.05346447079249819,121
ENSMUSG00000042133,Ppig,Gene Expression,0.08968410582026348,0.0,0.0,11728,2.222226492070037,3389
ENSMUSG00000031409,Tceal6,Gene Expression,0.08968354995163438,0.0,0.0,5096,0.9594651413157476,2449
ENSMUSG00000069378,Prdm6,Gene Expression,0.08965390313688668,0.0,0.0,29,0.009735587049294744,24
ENSMUSG00000022358,Fbxo32,Gene Expression,0.08963538453137196,0.0,0.0,1423,0.40479881907733695,1092
ENSMUSG00000056458,Mok,Gene Expression,0.0896061476744305,0.0,0.0,1754,0.30083878832983635,1182
ENSMUSG00000040632,Nrl,Gene Expression,0.08959970122917418,0.0,0.0,341,0.05126173261823915,281
ENSMUSG00000026811,St6galnac6,Gene Expression,0.08958408529253638,0.0,0.0,4314,0.8955744018101577,2359
ENSMUSG00000032525,Nktr,Gene Expression,0.08957411098654672,0.0,0.0,11627,2.2161101134550822,3441
ENSMUSG00000004317,Clcn5,Gene Expression,0.0895454132391772,0.0,0.0,1197,0.24388449123580822,887
ENSMUSG00000030655,Smg1,Gene Expression,0.08954512912401717,0.0,0.0,8555,1.6135529625970086,3130
ENSMUSG00000029752,Asns,Gene Expression,0.08954012027332094,0.0,0.0,4097,0.7389328429032807,2213
ENSMUSG00000028015,Ctso,Gene Expression,0.08953711324521556,0.0,0.0,4964,1.270335090968656,2686
ENSMUSG00000022865,Cxadr,Gene Expression,0.0894934080369541,0.0,0.0,3614,0.676165542055743,2033
ENSMUSG00000024299,Adamts10,Gene Expression,0.08947491792618148,0.0,0.0,2726,0.5359423042166016,1713
ENSMUSG00000043614,Vps37d,Gene Expression,0.08945956883255005,0.0,0.0,3517,0.6257108904815156,1957
ENSMUSG00000048186,Bend7,Gene Expression,0.08945744860748586,0.0,0.0,600,0.11287483413685127,481
ENSMUSG00000023961,Enpp4,Gene Expression,0.08944090088929556,0.0,0.0,3682,0.972898056114228,2295
ENSMUSG00000009293,Ube2g2,Gene Expression,0.0894369229925975,0.0,0.0,8682,1.636939953908764,3103
ENSMUSG00000059316,Slc27a4,Gene Expression,0.08942909447484403,0.0,0.0,12225,2.4814632612336713,3508
ENSMUSG00000032353,Tmed3,Gene Expression,0.08940764696301289,0.0,0.0,6052,1.2525374139687804,2670
ENSMUSG00000034203,Chchd4,Gene Expression,0.08939583856068034,0.0,0.0,5952,1.1056473676687717,2620
ENSMUSG00000029074,Ttll10,Gene Expression,0.08938518746358647,0.0,0.0,45,0.009231240054676867,39
ENSMUSG00000022035,Ccdc25,Gene Expression,0.08937513606729475,0.0,0.0,8709,1.6311258433121143,3130
ENSMUSG00000036109,Mbnl3,Gene Expression,0.08935678737478543,0.0,0.0,29,0.0030780691170722903,25
ENSMUSG00000036446,Lum,Gene Expression,0.08934485017478269,0.0,0.0,234,0.06080017476992282,177
ENSMUSG00000029148,Nrbp1,Gene Expression,0.0893380273446823,0.0,0.0,9456,1.844260604158461,3225
ENSMUSG00000042444,Mindy2,Gene Expression,0.08933718914691131,0.0,0.0,8917,1.9120612473782679,3294
ENSMUSG00000022817,Itgb5,Gene Expression,0.08933360542434843,0.0,0.0,5166,1.430176782410696,2702
ENSMUSG00000028378,Ptgr1,Gene Expression,0.08931197987924937,0.0,0.0,431,0.09053984818362823,338
ENSMUSG00000047617,Paxx,Gene Expression,0.08930170898347944,0.0,0.0,5829,1.2526975750643736,2785
ENSMUSG00000030199,Etv6,Gene Expression,0.08918267905928018,0.0,0.0,2286,0.502211189032229,1577
ENSMUSG00000028396,2310002L09Rik,Gene Expression,0.08916174522371145,0.0,0.0,6,0.0013182307330181985,6
ENSMUSG00000039384,Dusp10,Gene Expression,0.08911298718170846,0.0,0.0,1545,0.4505370232254635,1172
ENSMUSG00000022890,Atp5j,Gene Expression,0.08909933121663859,0.0,0.0,32679,6.693219065149496,4104
ENSMUSG00000023965,Fbxl17,Gene Expression,0.08909389617127507,0.0,0.0,10122,1.965628314346858,3344
ENSMUSG00000019428,Fkbp8,Gene Expression,0.08909338939830093,0.0,0.0,40600,8.06797217924867,4152
ENSMUSG00000026986,Hnmt,Gene Expression,0.08895051259709914,0.0,0.0,3353,0.6131501975883792,1938
ENSMUSG00000041423,Paqr6,Gene Expression,0.08894926331673009,0.0,0.0,1027,0.2626488075412422,796
ENSMUSG00000039621,Prex1,Gene Expression,0.08889659984760905,0.0,0.0,5459,1.3028843921195405,2664
ENSMUSG00000040562,Gstm2,Gene Expression,0.08888383470452427,0.0,0.0,178,0.050472040873015184,136
ENSMUSG00000022622,Acr,Gene Expression,0.0888708353335157,0.0,0.0,666,0.11056708085244248,525
ENSMUSG00000036186,Dipk1b,Gene Expression,0.08886436098260445,0.0,0.0,5159,0.9591307299960362,2504
ENSMUSG00000039519,Cyp7b1,Gene Expression,0.088822999825938,0.0,0.0,1779,0.34326285126064515,1156
ENSMUSG00000057098,Ebf1,Gene Expression,0.08881084395624418,0.0,0.0,866,0.20769722432726212,683
ENSMUSG00000028692,Akr1a1,Gene Expression,0.0887414806974177,0.0,0.0,70887,13.781788811905818,4247
ENSMUSG00000020264,Slc36a2,Gene Expression,0.08872410766930432,0.0,0.0,52,0.01823033614519094,45
ENSMUSG00000046688,Tifa,Gene Expression,0.08871252706730197,0.0,0.0,1284,0.32792854265883215,1051
ENSMUSG00000000282,Mnt,Gene Expression,0.0887079536380884,0.0,0.0,7171,1.4209044648322715,2942
ENSMUSG00000052833,Sae1,Gene Expression,0.08868389151736307,0.0,0.0,10941,2.0668655371579074,3334
ENSMUSG00000030541,Idh2,Gene Expression,0.08867177462757485,0.0,0.0,4816,1.0904385730627437,2474
ENSMUSG00000022551,Cyc1,Gene Expression,0.08866870065300225,0.0,0.0,22408,4.424348625374141,3916
ENSMUSG00000021125,Arg2,Gene Expression,0.08864770296387682,0.0,0.0,354,0.06195787873029995,267
ENSMUSG00000035258,Abi3bp,Gene Expression,0.08861023725825842,0.0,0.0,372,0.07170276608272062,309
ENSMUSG00000029868,Trpv6,Gene Expression,0.08859506325436577,0.0,0.0,93,0.018094099107823915,79
ENSMUSG00000040875,Osbpl10,Gene Expression,0.08857763414714483,0.0,0.0,1559,0.2914406357250957,1132
ENSMUSG00000049115,Agtr1a,Gene Expression,0.08854643836381082,0.0,0.0,112,0.016103688057903427,92
ENSMUSG00000026319,Relch,Gene Expression,0.08852244689677458,0.0,0.0,8588,1.6634488985276084,3106
ENSMUSG00000020111,Micu1,Gene Expression,0.08849450613792217,0.0,0.0,15196,3.194592413532473,3752
ENSMUSG00000023150,Ivns1abp,Gene Expression,0.08848461455231034,0.0,0.0,3132,0.6676913317080989,1985
ENSMUSG00000022390,Zc3h7b,Gene Expression,0.08847698299666548,0.0,0.0,12369,2.680799262873595,3649
ENSMUSG00000027386,Fbln7,Gene Expression,0.0884721722482561,0.0,0.0,154,0.03686780908014652,127
ENSMUSG00000035936,Aldh5a1,Gene Expression,0.08843479454324325,0.0,0.0,11132,2.3588497796141716,3528
ENSMUSG00000024130,Abca3,Gene Expression,0.0883994048862462,0.0,0.0,8039,1.5330046732065903,3043
ENSMUSG00000090336,Cfap97d2,Gene Expression,0.08838455404302178,0.0,0.0,257,0.05161020590979334,227
ENSMUSG00000001424,Snd1,Gene Expression,0.08838231152758057,0.0,0.0,12381,2.3191855017443483,3460
ENSMUSG00000068220,Lgals1,Gene Expression,0.08838057099731415,0.0,0.0,973,0.2577790732976552,708
ENSMUSG00000005681,Apoa2,Gene Expression,0.08837300627217219,0.0,0.0,893,0.16189359446679516,706
ENSMUSG00000033788,Dysf,Gene Expression,0.08835061499611331,0.0,0.0,603,0.11190930617365191,494
ENSMUSG00000029096,Htra3,Gene Expression,0.08829795701582738,0.0,0.0,815,0.2495811086496933,626
ENSMUSG00000001833,Sept7,Gene Expression,0.08829378180909832,0.0,0.0,8021,1.8556034723496124,3230
ENSMUSG00000089762,Ier5l,Gene Expression,0.08828927818656909,0.0,0.0,1717,0.3465273321585536,1241
ENSMUSG00000036002,Fam214b,Gene Expression,0.0882470510017412,0.0,0.0,3648,0.7252893711820275,2091
ENSMUSG00000049940,Pgrmc2,Gene Expression,0.08822909529391251,0.0,0.0,17547,3.4275415086075123,3803
ENSMUSG00000054150,Syne3,Gene Expression,0.0882244558169359,0.0,0.0,438,0.16236561298759128,375
ENSMUSG00000022723,Crybg3,Gene Expression,0.08815127451423684,0.0,0.0,988,0.29797750433360737,819
ENSMUSG00000025982,Sf3b1,Gene Expression,0.08808701968453819,0.0,0.0,22460,4.250392070036111,3890
ENSMUSG00000059263,Usp47,Gene Expression,0.08807004155478239,0.0,0.0,11308,2.0796361179377096,3334
ENSMUSG00000024038,Ndufv3,Gene Expression,0.08805345346624005,0.0,0.0,20011,4.060055931352522,3884
ENSMUSG00000055067,Smyd3,Gene Expression,0.08804168096183537,0.0,0.0,2615,0.47524708824154976,1609
ENSMUSG00000021604,Irx4,Gene Expression,0.0879938139878086,0.0,0.0,6,0.0007035430882516145,5
ENSMUSG00000063450,Syne2,Gene Expression,0.08797970536668608,0.0,0.0,1024,0.252076689786795,756
ENSMUSG00000033083,Tbc1d4,Gene Expression,0.08796870803247969,0.0,0.0,2172,0.4820236948032898,1487
ENSMUSG00000039375,Wdr17,Gene Expression,0.08791023871411228,0.0,0.0,2660,0.4743967375833579,1659
ENSMUSG00000027886,1700013F07Rik,Gene Expression,0.08790881447896506,0.0,0.0,697,0.12239602909830823,557
ENSMUSG00000071665,Foxr2,Gene Expression,0.08790033606023585,0.0,0.0,281,0.04172968329311256,245
ENSMUSG00000069729,Arid1b,Gene Expression,0.08788798087560909,0.0,0.0,11926,2.3629927664680275,3494
ENSMUSG00000037351,Actr1b,Gene Expression,0.0878784730173263,0.0,0.0,6876,1.2857088237518797,2864
ENSMUSG00000038949,Cnst,Gene Expression,0.08787337930214663,0.0,0.0,5318,1.082714409369831,2640
ENSMUSG00000030168,Adipor2,Gene Expression,0.08786366073909474,0.0,0.0,5876,1.507470469981462,2954
ENSMUSG00000025324,Atp10a,Gene Expression,0.08786081079558343,0.0,0.0,1829,0.424310972106388,1290
ENSMUSG00000042155,Klhl23,Gene Expression,0.08774141245766208,0.0,0.0,3274,0.6131816720629443,1899
ENSMUSG00000001786,Fbxo7,Gene Expression,0.08773218019044375,0.0,0.0,4156,1.1075227530463014,2503
ENSMUSG00000028416,Bag1,Gene Expression,0.08772212390254959,0.0,0.0,26637,5.609104126257863,4092
ENSMUSG00000046561,Arsj,Gene Expression,0.08771789010538572,0.0,0.0,428,0.08485767905654812,357
ENSMUSG00000053565,Eif3k,Gene Expression,0.08770579623959497,0.0,0.0,35964,6.968282638531412,4123
ENSMUSG00000026074,Map4k4,Gene Expression,0.08754968009303445,0.0,0.0,5111,1.3941984070348206,2794
ENSMUSG00000029198,Grpel1,Gene Expression,0.08748587564423028,0.0,0.0,13183,2.5195273450495166,3576
ENSMUSG00000034115,Scn11a,Gene Expression,0.0874822833761647,0.0,0.0,59,0.007910002329896951,54
ENSMUSG00000005057,Sh2b2,Gene Expression,0.08746408844887416,0.0,0.0,1213,0.21528012043397343,894
ENSMUSG00000040351,Ankib1,Gene Expression,0.08738901390347452,0.0,0.0,17275,4.243533946842154,4038
ENSMUSG00000021010,Npas3,Gene Expression,0.08733076631554225,0.0,0.0,2443,0.5883076259735883,1601
ENSMUSG00000028820,Sfpq,Gene Expression,0.08731961102700504,0.0,0.0,34054,6.629890893465239,4101
ENSMUSG00000022887,Masp1,Gene Expression,0.08728437280517642,0.0,0.0,1602,0.3227153009497885,1131
ENSMUSG00000027878,Notch2,Gene Expression,0.08728207961152165,0.0,0.0,931,0.24430533842642863,711
ENSMUSG00000003033,Ap1m1,Gene Expression,0.08726557967677699,0.0,0.0,9061,1.667712763778227,3090
ENSMUSG00000042372,Dmrt3,Gene Expression,0.08726404767313554,0.0,0.0,40,0.013003593093717878,32
ENSMUSG00000040537,Adam22,Gene Expression,0.08725090103605868,0.0,0.0,6452,1.2869476165110014,2789
ENSMUSG00000030877,Mfsd13b,Gene Expression,0.08720771455217567,0.0,0.0,261,0.036312837611784526,202
ENSMUSG00000035585,Tsen34,Gene Expression,0.08717471089861371,0.0,0.0,13280,2.5703320607273716,3539
ENSMUSG00000003316,Glg1,Gene Expression,0.0871268858366688,0.0,0.0,21168,4.009254879313052,3856
ENSMUSG00000020821,Kif1c,Gene Expression,0.0871181888426205,0.0,0.0,8204,2.0392039763076486,3322
ENSMUSG00000020878,Lrrc46,Gene Expression,0.08711072324168039,0.0,0.0,163,0.036044862257794304,149
ENSMUSG00000039585,Myo9a,Gene Expression,0.08710772717496329,0.0,0.0,6526,1.1856637760546496,2740
ENSMUSG00000003452,Bicd1,Gene Expression,0.08709165411014828,0.0,0.0,9449,1.8326207196051978,3218
ENSMUSG00000023911,Flywch2,Gene Expression,0.08705010532658082,0.0,0.0,1951,0.35807361940005017,1337
ENSMUSG00000030647,Ndufc2,Gene Expression,0.08704071077049957,0.0,0.0,23442,4.6474859877537655,3964
ENSMUSG00000020747,Tmem94,Gene Expression,0.08703625013632314,0.0,0.0,5305,1.044728691805473,2545
ENSMUSG00000009114,2610028H24Rik,Gene Expression,0.08700564633592958,0.0,0.0,26,0.006667714305165899,21
ENSMUSG00000013033,Adgrl1,Gene Expression,0.08698433271542429,0.0,0.0,4312,0.8546073725068191,2383
ENSMUSG00000041205,Map6d1,Gene Expression,0.08697631144536,0.0,0.0,2474,0.6245486518910748,1658
ENSMUSG00000020134,Peli1,Gene Expression,0.08694158133764099,0.0,0.0,8260,1.6690112003199538,3051
ENSMUSG00000037419,Endod1,Gene Expression,0.08693489991245455,0.0,0.0,2247,0.5662334575218966,1583
ENSMUSG00000015488,Cacfd1,Gene Expression,0.08692649465567474,0.0,0.0,8626,1.6296980335759652,3095
ENSMUSG00000084883,Ccdc85c,Gene Expression,0.08691270447070205,0.0,0.0,4086,0.9010360438890528,2287
ENSMUSG00000042256,Ptchd4,Gene Expression,0.08690962991527347,0.0,0.0,1614,0.29895567601916667,1106
